time	V(n006)
3.276394160165790e-02	5.342793e-01
3.280300410165790e-02	5.267796e-01
3.284206660165790e-02	5.186533e-01
3.289228981594362e-02	5.072884e-01
3.294251303022933e-02	4.950236e-01
3.299273624451504e-02	4.818589e-01
3.304295945880075e-02	4.677944e-01
3.309318267308647e-02	4.528300e-01
3.314340588737218e-02	4.369657e-01
3.319362910165789e-02	4.202016e-01
3.323269160165789e-02	4.066227e-01
3.327175410165789e-02	3.926203e-01
3.331081660165789e-02	3.781943e-01
3.334987910165789e-02	3.633448e-01
3.338894160165789e-02	3.480717e-01
3.342800410165789e-02	3.323751e-01
3.346706660165789e-02	3.162550e-01
3.353403088737217e-02	2.876070e-01
3.360099517308646e-02	2.582538e-01
3.366795945880074e-02	2.281954e-01
3.373492374451503e-02	1.974319e-01
3.380188803022931e-02	1.659632e-01
3.386885231594360e-02	1.337893e-01
3.393581660165788e-02	1.009102e-01
3.396371838737216e-02	8.719780e-02
3.399162017308645e-02	7.345699e-02
3.401952195880073e-02	5.968772e-02
3.404742374451502e-02	4.588999e-02
3.407532553022930e-02	3.206381e-02
3.410322731594359e-02	1.820917e-02
3.413112910165787e-02	4.326080e-03
3.424831660165787e-02	-5.380187e-02
3.428179874451501e-02	-7.035975e-02
3.431528088737215e-02	-8.681974e-02
3.434876303022930e-02	-1.031818e-01
3.438224517308644e-02	-1.194460e-01
3.441572731594358e-02	-1.356123e-01
3.444920945880072e-02	-1.516807e-01
3.448269160165787e-02	-1.676512e-01
3.454407553022929e-02	-1.966722e-01
3.460545945880072e-02	-2.249276e-01
3.466684338737214e-02	-2.524172e-01
3.472822731594358e-02	-2.791412e-01
3.478961124451500e-02	-3.050996e-01
3.485099517308643e-02	-3.302922e-01
3.491237910165786e-02	-3.547192e-01
3.495144160165786e-02	-3.696569e-01
3.499050410165785e-02	-3.841247e-01
3.502956660165785e-02	-3.981225e-01
3.506862910165785e-02	-4.116504e-01
3.510769160165785e-02	-4.247083e-01
3.514675410165785e-02	-4.372963e-01
3.518581660165785e-02	-4.494143e-01
3.524162017308642e-02	-4.658416e-01
3.529742374451499e-02	-4.810863e-01
3.535322731594356e-02	-4.951481e-01
3.540903088737213e-02	-5.080273e-01
3.546483445880070e-02	-5.197237e-01
3.552063803022927e-02	-5.302374e-01
3.557644160165784e-02	-5.395684e-01
3.562666481594356e-02	-5.468344e-01
3.567688803022927e-02	-5.530325e-01
3.572711124451498e-02	-5.581629e-01
3.577733445880069e-02	-5.622254e-01
3.582755767308641e-02	-5.652200e-01
3.587778088737212e-02	-5.671469e-01
3.592800410165783e-02	-5.680059e-01
3.604519160165783e-02	-5.657595e-01
3.616237910165783e-02	-5.576441e-01
3.619586124451497e-02	-5.542484e-01
3.622934338737211e-02	-5.503927e-01
3.626282553022925e-02	-5.460772e-01
3.629630767308640e-02	-5.413018e-01
3.632978981594354e-02	-5.360666e-01
3.636327195880068e-02	-5.303714e-01
3.639675410165782e-02	-5.242164e-01
3.645255767308640e-02	-5.129089e-01
3.650836124451497e-02	-5.004781e-01
3.656416481594354e-02	-4.869241e-01
3.661996838737210e-02	-4.722469e-01
3.667577195880067e-02	-4.564463e-01
3.673157553022924e-02	-4.395226e-01
3.678737910165782e-02	-4.214756e-01
3.682644160165782e-02	-4.082738e-01
3.686550410165781e-02	-3.946439e-01
3.690456660165781e-02	-3.805861e-01
3.694362910165781e-02	-3.661001e-01
3.698269160165781e-02	-3.511862e-01
3.702175410165781e-02	-3.358441e-01
3.706081660165781e-02	-3.200741e-01
3.710545945880066e-02	-3.015780e-01
3.715010231594353e-02	-2.827035e-01
3.719474517308638e-02	-2.634507e-01
3.723938803022923e-02	-2.438194e-01
3.728403088737209e-02	-2.238098e-01
3.732867374451495e-02	-2.034218e-01
3.737331660165780e-02	-1.826555e-01
3.741237910165780e-02	-1.643263e-01
3.745702195880066e-02	-1.430694e-01
3.750166481594352e-02	-1.216814e-01
